filename	year	token	sentence	context
197121.xml	1971	Erzählerin	Amy Leatherean wird prinzipiell als verläßliche Erzählerin eingeführt ; dazu dienen die dargestellten Mittel der Illusionsbildung und Wahrheitsfiktion .	Hier offenbart Poirot , ohne daß die Erzählerin das selbst erkennt , ein für ihn und seine Aufgabe wesentliches Merkmal , die Fähigkeit der Menschenbeobachtung und der Analyse ; während die Erzählerin ihn unterschätzt , beweist er sich gerade als der große Detektiv , der er ist . Als erstes Ergebnis kann gelten : Der Textausschnitt zeigt eine höchst raffinierte Lösung des Erzählproblems im Detektivroman . Wo sie subjektiv irrt , kann der Leser aus den Umständen heraus ihre Darstellung korrigieren . Damit ist die fair-play-Regel beachtet , zugleich wird aber durch eine indirekte , den Erzähler selbst mit einschließende Steuerung des Erzählvorgangs , durch teilweise Einschränkung der Verläßlichkeit ( reliability ) der Erzählerin und gleichzeitige Kenntlichmachung durch die Autorin die notwendige Verhüllung des Geschehens möglich .
197121.xml	1971	Erzähler	Damit ist die fair-play-Regel beachtet , zugleich wird aber durch eine indirekte , den Erzähler selbst mit einschließende Steuerung des Erzählvorgangs , durch teilweise Einschränkung der Verläßlichkeit ( reliability ) der Erzählerin und gleichzeitige Kenntlichmachung durch die Autorin die notwendige Verhüllung des Geschehens möglich .	Amy Leatherean wird prinzipiell als verläßliche Erzählerin eingeführt ; dazu dienen die dargestellten Mittel der Illusionsbildung und Wahrheitsfiktion . Wo sie subjektiv irrt , kann der Leser aus den Umständen heraus ihre Darstellung korrigieren . Damit in der Verständigung zwischen Autorin und Leser über die Erzählerin hinweg die ironische Diskrepanz zwischen der Meinung der Erzählerin und dem tatsächlichen Verhalten Poirots zum Tragen kommen kann , bedarf es freilich der hier eingeführten naiven Erzählergestalt vom Schlage Amy Leathereans : Erzählergestalt und Erzählerfunktion in Wechselwirkung . Solche Überlegungen gehen freilich aus von einem Ich-Erzähler , der sich zwar irren kann , aber nicht bewußt falsche Angaben macht .
197121.xml	1971	Erzählerin	Damit ist die fair-play-Regel beachtet , zugleich wird aber durch eine indirekte , den Erzähler selbst mit einschließende Steuerung des Erzählvorgangs , durch teilweise Einschränkung der Verläßlichkeit ( reliability ) der Erzählerin und gleichzeitige Kenntlichmachung durch die Autorin die notwendige Verhüllung des Geschehens möglich .	Amy Leatherean wird prinzipiell als verläßliche Erzählerin eingeführt ; dazu dienen die dargestellten Mittel der Illusionsbildung und Wahrheitsfiktion . Wo sie subjektiv irrt , kann der Leser aus den Umständen heraus ihre Darstellung korrigieren . Damit in der Verständigung zwischen Autorin und Leser über die Erzählerin hinweg die ironische Diskrepanz zwischen der Meinung der Erzählerin und dem tatsächlichen Verhalten Poirots zum Tragen kommen kann , bedarf es freilich der hier eingeführten naiven Erzählergestalt vom Schlage Amy Leathereans : Erzählergestalt und Erzählerfunktion in Wechselwirkung . Solche Überlegungen gehen freilich aus von einem Ich-Erzähler , der sich zwar irren kann , aber nicht bewußt falsche Angaben macht .
197121.xml	1971	Erzählerin	Damit in der Verständigung zwischen Autorin und Leser über die Erzählerin hinweg die ironische Diskrepanz zwischen der Meinung der Erzählerin und dem tatsächlichen Verhalten Poirots zum Tragen kommen kann , bedarf es freilich der hier eingeführten naiven Erzählergestalt vom Schlage Amy Leathereans : Erzählergestalt und Erzählerfunktion in Wechselwirkung .	Wo sie subjektiv irrt , kann der Leser aus den Umständen heraus ihre Darstellung korrigieren . Damit ist die fair-play-Regel beachtet , zugleich wird aber durch eine indirekte , den Erzähler selbst mit einschließende Steuerung des Erzählvorgangs , durch teilweise Einschränkung der Verläßlichkeit ( reliability ) der Erzählerin und gleichzeitige Kenntlichmachung durch die Autorin die notwendige Verhüllung des Geschehens möglich . Solche Überlegungen gehen freilich aus von einem Ich-Erzähler , der sich zwar irren kann , aber nicht bewußt falsche Angaben macht . Percy Lubbock formulierte das im Jahre 1921 so : » In a tale of murder and mystery there is one man who cannot possibly be the narrator , and that is the murderer himself ; for if he admits us into his mind at all he must do so without reserve , thereby betraying the secret that we ought to be guessing at for ourselves . «
197121.xml	1971	Erzählerin	Damit in der Verständigung zwischen Autorin und Leser über die Erzählerin hinweg die ironische Diskrepanz zwischen der Meinung der Erzählerin und dem tatsächlichen Verhalten Poirots zum Tragen kommen kann , bedarf es freilich der hier eingeführten naiven Erzählergestalt vom Schlage Amy Leathereans : Erzählergestalt und Erzählerfunktion in Wechselwirkung .	Wo sie subjektiv irrt , kann der Leser aus den Umständen heraus ihre Darstellung korrigieren . Damit ist die fair-play-Regel beachtet , zugleich wird aber durch eine indirekte , den Erzähler selbst mit einschließende Steuerung des Erzählvorgangs , durch teilweise Einschränkung der Verläßlichkeit ( reliability ) der Erzählerin und gleichzeitige Kenntlichmachung durch die Autorin die notwendige Verhüllung des Geschehens möglich . Solche Überlegungen gehen freilich aus von einem Ich-Erzähler , der sich zwar irren kann , aber nicht bewußt falsche Angaben macht . Percy Lubbock formulierte das im Jahre 1921 so : » In a tale of murder and mystery there is one man who cannot possibly be the narrator , and that is the murderer himself ; for if he admits us into his mind at all he must do so without reserve , thereby betraying the secret that we ought to be guessing at for ourselves . «
197121.xml	1971	Erzählers	Wenn aber hier die Distanz des Erzählers zu dem gerade erzählten Handlungsabschnitt zulässig ist , so darf sie nach rigorosen Maßstäben dort nicht willkürlich aufgehoben werden , wo das Mehrwissen des Erzählers zu einer zu frühen Enthüllung des Mörders führen würde .	Unvereinbar mit der fair-play-Regel ist nämlich schon die konventionelle epische Situation des Ich-Erzählers , der gewöhnlich aus der Distanz , nach Beendigung der Handlung und im vollen Besitz aller Informationen auch über das Ende schreibt , woraus allein die Möglichkeit zu Vorausdeutungen hergeleitet werden kann . In 'Murder in Mesopotamia * wird diese epische Situation ausdrücklich in Vorwort und einleitenden Kapiteln eingeführt ; ihre Spuren sind in Erzähldistanz und Vorausdeutung in der untersuchten Passage spürbar gewesen . Wenn daher eine Verschleierung der epischen Situation des Ich-Erzählers und ein Abbau der Erzähldistanz , die Heranführung und stillschweigende Beschränkung des Er-zähler-Ichs auf die Ebene des erlebenden Ichs , als ein probates Mittel der Spannungsbildung und des verhüllenden Erzählens des Detektivromans erkannt wird , so bestätigt sich in solcher Manipulation des Erzählvorgangs Raymond Chandlers Zweifel an der vollkommenen Gültigkeit der fair-play-Regel überhaupt . In letzter Konsequenz hat nur Wilkie Collins durch seine multi-narrative technique im 'Moonstone * eine innerhalb des fiktio-nalen Rahmens liegende und keine weitere stillschweigende Manipulationen erfordernde Perspektivenbeschränkung erzielt , indem er den fiktiven Herausgeber jeden Erzähler auf das beschränken läßt , was er selbst als Augenzeuge erlebt hat ; die so entstehenden Informationslücken werden später und an für den Spannungsaufbau des Buches insgesamt zuträglichen Stellen durch andere Erzähler wie natürlich gefüllt .
197121.xml	1971	Erzählers	Wenn aber hier die Distanz des Erzählers zu dem gerade erzählten Handlungsabschnitt zulässig ist , so darf sie nach rigorosen Maßstäben dort nicht willkürlich aufgehoben werden , wo das Mehrwissen des Erzählers zu einer zu frühen Enthüllung des Mörders führen würde .	Unvereinbar mit der fair-play-Regel ist nämlich schon die konventionelle epische Situation des Ich-Erzählers , der gewöhnlich aus der Distanz , nach Beendigung der Handlung und im vollen Besitz aller Informationen auch über das Ende schreibt , woraus allein die Möglichkeit zu Vorausdeutungen hergeleitet werden kann . In 'Murder in Mesopotamia * wird diese epische Situation ausdrücklich in Vorwort und einleitenden Kapiteln eingeführt ; ihre Spuren sind in Erzähldistanz und Vorausdeutung in der untersuchten Passage spürbar gewesen . Wenn daher eine Verschleierung der epischen Situation des Ich-Erzählers und ein Abbau der Erzähldistanz , die Heranführung und stillschweigende Beschränkung des Er-zähler-Ichs auf die Ebene des erlebenden Ichs , als ein probates Mittel der Spannungsbildung und des verhüllenden Erzählens des Detektivromans erkannt wird , so bestätigt sich in solcher Manipulation des Erzählvorgangs Raymond Chandlers Zweifel an der vollkommenen Gültigkeit der fair-play-Regel überhaupt . In letzter Konsequenz hat nur Wilkie Collins durch seine multi-narrative technique im 'Moonstone * eine innerhalb des fiktio-nalen Rahmens liegende und keine weitere stillschweigende Manipulationen erfordernde Perspektivenbeschränkung erzielt , indem er den fiktiven Herausgeber jeden Erzähler auf das beschränken läßt , was er selbst als Augenzeuge erlebt hat ; die so entstehenden Informationslücken werden später und an für den Spannungsaufbau des Buches insgesamt zuträglichen Stellen durch andere Erzähler wie natürlich gefüllt .
197121.xml	1971	Erzähler	In letzter Konsequenz hat nur Wilkie Collins durch seine multi-narrative technique im 'Moonstone * eine innerhalb des fiktio-nalen Rahmens liegende und keine weitere stillschweigende Manipulationen erfordernde Perspektivenbeschränkung erzielt , indem er den fiktiven Herausgeber jeden Erzähler auf das beschränken läßt , was er selbst als Augenzeuge erlebt hat ; die so entstehenden Informationslücken werden später und an für den Spannungsaufbau des Buches insgesamt zuträglichen Stellen durch andere Erzähler wie natürlich gefüllt .	Wenn aber hier die Distanz des Erzählers zu dem gerade erzählten Handlungsabschnitt zulässig ist , so darf sie nach rigorosen Maßstäben dort nicht willkürlich aufgehoben werden , wo das Mehrwissen des Erzählers zu einer zu frühen Enthüllung des Mörders führen würde . Wenn daher eine Verschleierung der epischen Situation des Ich-Erzählers und ein Abbau der Erzähldistanz , die Heranführung und stillschweigende Beschränkung des Er-zähler-Ichs auf die Ebene des erlebenden Ichs , als ein probates Mittel der Spannungsbildung und des verhüllenden Erzählens des Detektivromans erkannt wird , so bestätigt sich in solcher Manipulation des Erzählvorgangs Raymond Chandlers Zweifel an der vollkommenen Gültigkeit der fair-play-Regel überhaupt . III Das nun folgende Textpaar kontrastiert Agatha Christies Ich-Erzählerin Amy Leatherean mit Raymond Chandlers Ich-Erzähler und Detektiv Philip Marlowe in der parallelen Situation der Beschreibung einer zum ersten Mal auftretenden weiblichen Gestalt . Damit soll der Entwicklungssprung zwischen dem klassischen Detektivroman und dem neuen Kriminalroman , zugleich der Wechsel vom Ich-Erzähler als Nebenfigur zum Ich-Erzähler in Personalunion mit dem Detektiv sichtbar gemacht werden .
197121.xml	1971	Erzähler	In letzter Konsequenz hat nur Wilkie Collins durch seine multi-narrative technique im 'Moonstone * eine innerhalb des fiktio-nalen Rahmens liegende und keine weitere stillschweigende Manipulationen erfordernde Perspektivenbeschränkung erzielt , indem er den fiktiven Herausgeber jeden Erzähler auf das beschränken läßt , was er selbst als Augenzeuge erlebt hat ; die so entstehenden Informationslücken werden später und an für den Spannungsaufbau des Buches insgesamt zuträglichen Stellen durch andere Erzähler wie natürlich gefüllt .	Wenn aber hier die Distanz des Erzählers zu dem gerade erzählten Handlungsabschnitt zulässig ist , so darf sie nach rigorosen Maßstäben dort nicht willkürlich aufgehoben werden , wo das Mehrwissen des Erzählers zu einer zu frühen Enthüllung des Mörders führen würde . Wenn daher eine Verschleierung der epischen Situation des Ich-Erzählers und ein Abbau der Erzähldistanz , die Heranführung und stillschweigende Beschränkung des Er-zähler-Ichs auf die Ebene des erlebenden Ichs , als ein probates Mittel der Spannungsbildung und des verhüllenden Erzählens des Detektivromans erkannt wird , so bestätigt sich in solcher Manipulation des Erzählvorgangs Raymond Chandlers Zweifel an der vollkommenen Gültigkeit der fair-play-Regel überhaupt . III Das nun folgende Textpaar kontrastiert Agatha Christies Ich-Erzählerin Amy Leatherean mit Raymond Chandlers Ich-Erzähler und Detektiv Philip Marlowe in der parallelen Situation der Beschreibung einer zum ersten Mal auftretenden weiblichen Gestalt . Damit soll der Entwicklungssprung zwischen dem klassischen Detektivroman und dem neuen Kriminalroman , zugleich der Wechsel vom Ich-Erzähler als Nebenfigur zum Ich-Erzähler in Personalunion mit dem Detektiv sichtbar gemacht werden .
197121.xml	1971	Erzählerin	Hier wie dort derselbe intim-vertrauliche , leicht geschwätzige Ton , die unliterarische Erzählerin , in deren Stil eine Monotonie der Syntax und der Wortwahl auffällt .	And that means something - even nowadays . « Der erste Textausschnitt kann kurz abgetan werden , da er die Ergebnisse des vorhergehenden Teils bestätigt : er zeigt , wie konsequent die gewählte Erzählsituation beibehalten ist . Die exakte Beschreibung tritt gegenüber gefühlsbestimmten , wertenden Eindrücken deutlich zurück . » The old bar waiter came drifting by and glanced softly at my weak Scotch and water .
197121.xml	1971	Erzähler	Dieser Erzähler spricht in persönlich' gefärbten Vergleichen und Metaphern .	Marlowe beobachtet , und seine Beobachtungen sind professionell genau . Aber zugleich treten zu den Beobachtungen Deutungen , die nicht mehr die Objektivität eines unbeteiligten Berichterstatters aufweisen . Er bedient sich einer kalkulierten Parataxe , die die funktionale Einfachheit der Sprache des Märchens suggeriert : » It seemed to me for an instant that there was no sound in the bar , that the sharpies stopped sharping and the drunk on the stool stopped burbling away , and it was like just after the conductor taps on his music stand and raises his arms and holds them poised . « Die Tatsache , daß es sich um Agenten , Betrunkene und Kellner in der Bar des Ritz-Beverly Hotels handelt , steht in auffälligem Kontrast zu dem stilistischen Aufwand , den Chandler hier seinen Erzähler treiben läßt .
197121.xml	1971	Erzähler	Die Tatsache , daß es sich um Agenten , Betrunkene und Kellner in der Bar des Ritz-Beverly Hotels handelt , steht in auffälligem Kontrast zu dem stilistischen Aufwand , den Chandler hier seinen Erzähler treiben läßt .	Dieser Erzähler spricht in persönlich' gefärbten Vergleichen und Metaphern . Er bedient sich einer kalkulierten Parataxe , die die funktionale Einfachheit der Sprache des Märchens suggeriert : » It seemed to me for an instant that there was no sound in the bar , that the sharpies stopped sharping and the drunk on the stool stopped burbling away , and it was like just after the conductor taps on his music stand and raises his arms and holds them poised . « Unvermittelt brechen auch kolloquiale Ausdrücke -> sharpies < , > guy < , > damn near <- in den stilisierten Text ein . So folgt in einem einzigen Satz auf eine einfache Beobachtung die von großer innerer Beteiligung zeugende Sprachgeste , die mehr ist als bloßer Reflex des sex appeal der Frau , und auf diese wieder die kolloquiale Antiklimax : » She sat down and slipped the gloves under the strap of her bag and thanked him with a smile so gentle , so exquisitely pure , that he was damn near paralysed by it. « Der Kontext macht es klar , daß die geschilderte Welt keine schöne Märchenwelt ist ; daß es vielmehr Philip Marlowe , der Erzähler ist , der die Szene momentan poetisiert - ein flüchtiger Moment zwischen Gewalt und brutalem Verbrechen .
197121.xml	1971	Erzähler	So folgt in einem einzigen Satz auf eine einfache Beobachtung die von großer innerer Beteiligung zeugende Sprachgeste , die mehr ist als bloßer Reflex des sex appeal der Frau , und auf diese wieder die kolloquiale Antiklimax : » She sat down and slipped the gloves under the strap of her bag and thanked him with a smile so gentle , so exquisitely pure , that he was damn near paralysed by it. « Der Kontext macht es klar , daß die geschilderte Welt keine schöne Märchenwelt ist ; daß es vielmehr Philip Marlowe , der Erzähler ist , der die Szene momentan poetisiert - ein flüchtiger Moment zwischen Gewalt und brutalem Verbrechen .	Die Tatsache , daß es sich um Agenten , Betrunkene und Kellner in der Bar des Ritz-Beverly Hotels handelt , steht in auffälligem Kontrast zu dem stilistischen Aufwand , den Chandler hier seinen Erzähler treiben läßt . Unvermittelt brechen auch kolloquiale Ausdrücke -> sharpies < , > guy < , > damn near <- in den stilisierten Text ein . Unverkennbar ist Marlowe Zentrum der Wahrnehmung ; alles bezieht er auf sich , er sieht sich auch selber in der Rolle des Kellners , » a guy who really had a mission in life « . Auch bei Agatha Christie vermittelt ausschließlich die naive Erzählerin dem Leser die Beschreibung Mrs. Leidners ; nicht darin liegt der Unterschied zwischen den Textausschnitten .
197121.xml	1971	Erzählerin	Auch bei Agatha Christie vermittelt ausschließlich die naive Erzählerin dem Leser die Beschreibung Mrs. Leidners ; nicht darin liegt der Unterschied zwischen den Textausschnitten .	So folgt in einem einzigen Satz auf eine einfache Beobachtung die von großer innerer Beteiligung zeugende Sprachgeste , die mehr ist als bloßer Reflex des sex appeal der Frau , und auf diese wieder die kolloquiale Antiklimax : » She sat down and slipped the gloves under the strap of her bag and thanked him with a smile so gentle , so exquisitely pure , that he was damn near paralysed by it. « Der Kontext macht es klar , daß die geschilderte Welt keine schöne Märchenwelt ist ; daß es vielmehr Philip Marlowe , der Erzähler ist , der die Szene momentan poetisiert - ein flüchtiger Moment zwischen Gewalt und brutalem Verbrechen . Unverkennbar ist Marlowe Zentrum der Wahrnehmung ; alles bezieht er auf sich , er sieht sich auch selber in der Rolle des Kellners , » a guy who really had a mission in life « . Entscheidend sind Art und Weise und Grad der Vermittlung . Marlowes Erzählerrolle ist ungleich prominenter als Amy Leathereans .
197121.xml	1971	Erzähler	Bei Chandlers Erzähler findet sich zwar gleichfalls die Ebene der Beobachtung .	Marlowes Erzählerrolle ist ungleich prominenter als Amy Leathereans . Bei ihr werden objektive und subjektive Seite der Beschreibung , vorgefaßte Meinung und tatsächlicher Eindruck , auseinandergehalten . Allein die Organisation der Episode als ganze geht nicht auf das Konto des nüchternen Beobachters , sondern des engagierten , deutenden Erzähler-Ichs . Dies ist demnach das Ergebnis dieses Abschnittes : Der Schritt vom Ich Erzähler als Nebenfigur im klassischen Detektivroman zur Personalunion von Ich-Erzähler und Detektiv-Helden des neuen Kriminalromans wirkt sich im Rollenengagement des Erzählers aus .
197121.xml	1971	Erzähler	Dies ist demnach das Ergebnis dieses Abschnittes : Der Schritt vom Ich Erzähler als Nebenfigur im klassischen Detektivroman zur Personalunion von Ich-Erzähler und Detektiv-Helden des neuen Kriminalromans wirkt sich im Rollenengagement des Erzählers aus .	Bei Chandlers Erzähler findet sich zwar gleichfalls die Ebene der Beobachtung . Allein die Organisation der Episode als ganze geht nicht auf das Konto des nüchternen Beobachters , sondern des engagierten , deutenden Erzähler-Ichs . In beiden Fällen weist die Erzählung auf ihren Erzähler zurück , der , indem er Welt darstellt , zugleich immer sich selbst und sein Verhältnis zu dieser Welt beschreibt . Agatha Christies Erzählerin ist die biedere Krankenschwester , deren Welt > heil < ist .
197121.xml	1971	Erzählers	Dies ist demnach das Ergebnis dieses Abschnittes : Der Schritt vom Ich Erzähler als Nebenfigur im klassischen Detektivroman zur Personalunion von Ich-Erzähler und Detektiv-Helden des neuen Kriminalromans wirkt sich im Rollenengagement des Erzählers aus .	Bei Chandlers Erzähler findet sich zwar gleichfalls die Ebene der Beobachtung . Allein die Organisation der Episode als ganze geht nicht auf das Konto des nüchternen Beobachters , sondern des engagierten , deutenden Erzähler-Ichs . In beiden Fällen weist die Erzählung auf ihren Erzähler zurück , der , indem er Welt darstellt , zugleich immer sich selbst und sein Verhältnis zu dieser Welt beschreibt . Agatha Christies Erzählerin ist die biedere Krankenschwester , deren Welt > heil < ist .
197121.xml	1971	Erzähler	In beiden Fällen weist die Erzählung auf ihren Erzähler zurück , der , indem er Welt darstellt , zugleich immer sich selbst und sein Verhältnis zu dieser Welt beschreibt .	Allein die Organisation der Episode als ganze geht nicht auf das Konto des nüchternen Beobachters , sondern des engagierten , deutenden Erzähler-Ichs . Dies ist demnach das Ergebnis dieses Abschnittes : Der Schritt vom Ich Erzähler als Nebenfigur im klassischen Detektivroman zur Personalunion von Ich-Erzähler und Detektiv-Helden des neuen Kriminalromans wirkt sich im Rollenengagement des Erzählers aus . Agatha Christies Erzählerin ist die biedere Krankenschwester , deren Welt > heil < ist . Auch der Mord vermag diese heile Welt nicht ernsthaft zu gefährden , die Leiche ist , wie Helmut Heißenbüttel sagt , lediglich » Büchsenöffner « für die Detektivhandlung .
197121.xml	1971	Erzählerin	Agatha Christies Erzählerin ist die biedere Krankenschwester , deren Welt > heil < ist .	Dies ist demnach das Ergebnis dieses Abschnittes : Der Schritt vom Ich Erzähler als Nebenfigur im klassischen Detektivroman zur Personalunion von Ich-Erzähler und Detektiv-Helden des neuen Kriminalromans wirkt sich im Rollenengagement des Erzählers aus . In beiden Fällen weist die Erzählung auf ihren Erzähler zurück , der , indem er Welt darstellt , zugleich immer sich selbst und sein Verhältnis zu dieser Welt beschreibt . Auch der Mord vermag diese heile Welt nicht ernsthaft zu gefährden , die Leiche ist , wie Helmut Heißenbüttel sagt , lediglich » Büchsenöffner « für die Detektivhandlung . Philip Marlowe lebt in einer Welt voller Widersprüche , einer Welt , in der nackte Gewalt , die korrumpierte Macht des Geldes ebenso anzutreffen sind wie Mitmenschlichkeit und Liebe .
197121.xml	1971	Erzähler	Der Erzähler hat teil an der Widersprüchlichkeit und Gebrochenheit der Welt , die sich in der Widersprüchlichkeit , Ironie und Paradoxie seiner Erzählung niederschlägt .	Philip Marlowe lebt in einer Welt voller Widersprüche , einer Welt , in der nackte Gewalt , die korrumpierte Macht des Geldes ebenso anzutreffen sind wie Mitmenschlichkeit und Liebe . Die Wirklichkeit , in der Marlowe sich bewegt und die seine Weitsicht bedingt , ist nicht mehr die geordnete Welt des Bürgertums , sie ist undurchschaubar geworden , verdinglicht und dem Menschen entfremdet . Diese Widersprüchlichkeit , Ironie und Paradoxie versteht Raymond Chandler als Kennzeichen von Wahrheit , einer Wahrheit des Fiktiven , die zugleich therapeutische Funktion für die reale Welt beansprucht . In diesem Sinn sind Chandlers Ausführungen gegen Ende seines programmatischen Aufsatzes zu verstehen , in dem er gegen die unwirklichen Detektivgestalten des klassischen Detektivromans den Typ des neuen Detektivs stellt , der , klein und schwach , einsam und getreten , dennoch in seiner Suche nach der Wahrheit Erlöserfunktion hat und dem Chandler Züge eines vollkommenen gentleman , eines Gralsritters , ja Christi beilegt .
197121.xml	1971	Erzähler	Mit dem zweiten Satz führt sich der Erzähler als unmittelbar in der Handlung stehend selbst ein .	Drei nahezu gleichlangen Abschnitten ( Satz i , Satz 2 , Satz 3 und 4 ) folgt ein extrem kurzer Schlußsatz , der das Ziel des Absatzes im ganzen ist . Der Text beginnt mit einer knappen Angabe zu Tageszeit und Wetter , die der Leser später als Teil einer durchlaufenden Technik der Kapiteleröffnung erkennt , in der zeitliche Koordinaten gesetzt werden und zugleich mit den Wetterangaben , kurzen , aber zum Teil bis ins Detail ausgefeilten Stimmungsbildern , auf stereotype Weise eine symbolische Vorausdeutung auf die Handlung der betreffenden Kapitel erfolgt . Er gibt eine Beschreibung seiner Kleidung , die objektiven Charakter zu haben scheint , allerdings in ihrer übergenauen Detaillierung auffällig ist . Die dritte Satzgruppe dient dazu , diese Beschreibung durch eine offenkundige Wertung des Sprechers zu ergänzen .
197121.xml	1971	Erzählers	Die beherrschende Metonymie dieses Satzes , das vorgeschobene Qualitätsmerkmal » four million dollars « statt seines Trägers , ist der knappste , zugleich effektvollste Ausdruck der Wertwelt und der Machtverhältnisse dieser Gesellschaft einerseits , der ironischen Distanz des Erzählers zu dieser Welt und zu seiner eigenen gebrochenen Existenz andererseits , indem er eben dieser Welt und ihrem Zwang sich zu entziehen nicht imstande ist .	In der direkten Stellungnahme des Erzähler-Ichs wird diese Welt gesellschaftlichen Zwanges , des schönen Scheins , unter dem sich eine durchaus andere Realität verbirgt , desavouiert , eine Welt , der - und das ist das Ziel dieser Sätze - sich der Privatdetektiv anpassen muß , um erfolgreich zu sein . Marlowes > Verkleidung < hat einen unmittelbaren Zweck , den der Schlußsatz nennt : » I was calling on four million dollars « . Der erzählerischen Ökonomie dieses Anfangs wird man sich nicht entziehen können : Der Erzähler ist in wesentlichen Zügen eingeführt , eine Ausgangssituation ist geschaffen , eine Vorahnung von Kampf und Auseinandersetzung , ein präzises Bild der Wertwelt der Gesellschaft und des Verhältnisses Marlowes zu ihr ist gegeben . Die streng durchgehaltene Perspektive vermittelt Marlowes Innensicht .
197121.xml	1971	Erzähler	Der erzählerischen Ökonomie dieses Anfangs wird man sich nicht entziehen können : Der Erzähler ist in wesentlichen Zügen eingeführt , eine Ausgangssituation ist geschaffen , eine Vorahnung von Kampf und Auseinandersetzung , ein präzises Bild der Wertwelt der Gesellschaft und des Verhältnisses Marlowes zu ihr ist gegeben .	Marlowes > Verkleidung < hat einen unmittelbaren Zweck , den der Schlußsatz nennt : » I was calling on four million dollars « . Die beherrschende Metonymie dieses Satzes , das vorgeschobene Qualitätsmerkmal » four million dollars « statt seines Trägers , ist der knappste , zugleich effektvollste Ausdruck der Wertwelt und der Machtverhältnisse dieser Gesellschaft einerseits , der ironischen Distanz des Erzählers zu dieser Welt und zu seiner eigenen gebrochenen Existenz andererseits , indem er eben dieser Welt und ihrem Zwang sich zu entziehen nicht imstande ist . Die streng durchgehaltene Perspektive vermittelt Marlowes Innensicht . Wie funktional diese Vorwahl der Erzählperspektive für diesen Roman ist , läßt einmal der Vergleich mit dem Film ‘ The Big Sleep * in der amerikanischen Produktion von 1946 ( Humphrey Bogart als Philip Marlowe , Regie Howard Hawks ) erkennen .
197121.xml	1971	Erzählers	Noch deutlicher wird die auffällige Perspektiveverlagerung von einer nüchternen Berichtform zur Dominanz der kommentierenden , kri-tisch-distanzierten Innensicht des Erzähler-Ichs und die korrespondierende Vermenschlichung der Person des Erzählers in den jeweils auf die zitierten Abschnitte folgenden Absätzen , in denen Carmady bzw. Marlowe die Eingangshalle des > Winslow place < bzw. des > Sternwood place < beschreiben .	He was hard to see . « Carmady , so heißt der Detektiv und Ich-Erzähler hier , berichtet sachlich und kommentarlos ; er bleibt in der ganzen Geschichte als Erzählerfigur farblos . Als Kontrast zu dieser im Bereich des Trivialromans bestechenden Einführungstechnik Chandlers kann die Selbsteinführung Lemmy Cautions , ebenfalls Detektiv-Held und Ich-Erzähler in einer Person , in Peter Cheyneys Roman 'This Man is Dangerous * dienen : » Even Miranda van Zelden couldn’t spoil the pipe-dream I had on the corner of Picadilly and Haymarket . It was one of those nights .
197121.xml	1971	Erzähler	Diesem Erzähler stellt sich die Frage nicht , die alle Ich-Erzähler von Rang in der einen oder anderen Weise für sich , will sagen ihre Autoren für sie , zu lösen hatten : wie nämlich gesichert werden kann , daß die Selbstaussprache des Erzähler-Ichs nicht in unglaubwürdige Prahlerei ausartet .	Häufige direkte Leseransprache soll ein Gefühl der Komplizenschaft des Lesers mit dem Sprecher bewirken ; Appelle an das Schon-Wissen des Lesers , der sich damit als Experte in Sachen Kriminalroman behandelt fühlt , schmeicheln dem primitiven Leser ; Vulgarität der Sprache soll Lemmy Caution als Kerl darstellen und die Welt , in der er lebt , als > tough <- hart und brutal : alles Appelle , die über den Aggressionstrieb und ein Maskulinitätsideal eine Identifikation herbeizuführen suchen . Der Aktualisierung soll auch die stellenweise Einführung eines Präsens in der Erzählung dienen , das den Abbau der Erzähldistanz signalisiert . Das Zerrbild dieses prahlerischen Ich-Erzählers in einem > Krimi < der anspruchslosesten , wenngleich dennoch publikumswirksamsten Klasse läßt die Vorzüge des Ich-Erzählers vom Schlage Philip Marlowes um so deutlicher hervortreten . V Die Denkspielsituation des klassischen Detektivromans verlangt nach Techniken eines verhüllenden Erzählens , die sich in der Perspektive-Begrenzung für die verschiedenen Erzähler-Nebenfiguren aus der Nachfolge Watsons niederschlagen .
