Unnamed: 0.1	Unnamed: 0	idx	path	token	sentence	context	label_fold1	confidence_fold1	label_fold2	confidence_fold2	label_fold3	confidence_fold3	label_fold4	confidence_fold4	label_fold5	confidence_fold5	label_fold6	confidence_fold6	label_fold7	confidence_fold7	label_fold8	confidence_fold8	label_fold9	confidence_fold9	label_fold10	confidence_fold10	majority_label_1	majority_count_1	label_distribution_counts_1	majority_label_2	majority_count_2	label_distribution_counts_2	majority_label_3	majority_count_3	label_distribution_counts_3	majority_label_4	majority_count_4	label_distribution_counts_4	majority_label_5	majority_count_5	label_distribution_counts_5	majority_label_6	majority_count_6	label_distribution_counts_6	majority_label_7	majority_count_7	label_distribution_counts_7	majority_label_8	majority_count_8	label_distribution_counts_8	majority_label_9	majority_count_9	label_distribution_counts_9	majority_label_10	majority_count_10	label_distribution_counts_10
6100	7323	1131331	3.0/2009/01/23/manfred-steffen.xml.xml	erzähler	und der Erzähler der Streiche des       Michel aus Lönneberga       : Manfred Steffen.	['Er war der Zauberer Gandalf, der kommentierende Detektiv Albert Hitfield bei dendrei ???', 'und der Erzähler der Streiche des       Michel aus Lönneberga       : Manfred Steffen.', 'Wie für kaum einen anderen Schauspieler galt für ihn, dass er allein Kraft seiner Stimme eine ganze Erzählsituation entstehen lassen konnte.', 'Das machte ihn so begehrt als Hörspiel- und Synchronsprecher.']	b	0.995269	c	0.9913829	b	0.99110657	c	0.5740399	b	0.99827635	b	0.9891242	b	0.99041826	d	0.9764312	b	0.99553347	b	0.9979506	b	698	{'b': 698, 'c': 190, 'd': 112}	b	715	{'b': 715, 'd': 80, 'c': 205}	b	817	{'b': 817, 'd': 65, 'c': 118}	b	840	{'b': 840, 'c': 120, 'd': 40}	b	883	{'b': 883, 'c': 95, 'd': 22}	b	907	{'b': 907, 'c': 73, 'd': 20}	b	927	{'b': 927, 'c': 63, 'd': 10}	b	943	{'b': 943, 'c': 48, 'd': 9}	b	955	{'b': 955, 'c': 38, 'd': 7}	b	958	{'b': 958, 'c': 38, 'd': 4}
6101	4048	450092	3.0/1971/10/29/ein-gelassenes-programm..xml	erzähler	Auch der lange so geduldige Karsch ist seinem Erzähler schon zweimal entkommen in spektakuläre idealistische Amokläufe.	['Natürlich weiß auch er, daß mehr Unruhe möglich ist, als er Seinen wichtigsten Figuren anmerken läßt.', 'Natürlich hat er den jungen Herrn B., den Sportwagen- und Konsumfan in den „Zwei Ansichten“, genauso strampeln lassen im Netz der gesellschaftlichen Reize wie Walser seinen Anselm Kristlein.', 'Auch der lange so geduldige Karsch ist seinem Erzähler schon zweimal entkommen in spektakuläre idealistische Amokläufe.', 'Aber mit soviel Ungeduld hat Johnson ganz offensichtlich keine.', 'Für ihn verlieren solche Leute, die außer sich sind, schnell das Gesicht.']	b	0.99950397	b	0.99961483	b	0.9993963	d	0.5260792	b	0.9990709	b	0.9984933	d	0.5133379	b	0.5469435	b	0.99960726	b	0.9989272	b	822	{'b': 822, 'd': 178}	b	796	{'b': 796, 'd': 204}	b	893	{'b': 893, 'd': 107}	b	885	{'b': 885, 'd': 115}	b	955	{'b': 955, 'd': 45}	b	941	{'b': 941, 'd': 59}	b	972	{'b': 972, 'd': 28}	b	963	{'b': 963, 'd': 37}	b	987	{'b': 987, 'd': 13}	b	977	{'b': 977, 'd': 23}
6102	7948	1170291	3.0/1984/10/05/die-tage-vor-dem-krieg-d.xml	erzähler	Im Jahresrhythmus wechseln in den neuen Büchern für den Erzähler und Nowak, seinalter ego, auch die Arbeiten, die immer als verlorene Lebenszeit, als mörderischer Zwang erscheinen.	['Wenn man ihn vertreibt, brechen die Bücher ziemlich willkürlich ab.', 'Das ist die Willkür der anderen.', 'Im Jahresrhythmus wechseln in den neuen Büchern für den Erzähler und Nowak, seinalter ego, auch die Arbeiten, die immer als verlorene Lebenszeit, als mörderischer Zwang erscheinen.', 'Der Weg führt aus einem Siemens-Büro unter die Nachtwächter, zu Tunnelbauern und schließlich bis nahe an Bönis heutiges Leben, zu Kunstmalern und in das Geschäft mit Büchern.', 'Wegweiser zu den langen Straßen durch Bönis Welt: Landschaftspanoramen, kurze Ansätze zum Essay, akribische Beschreibungen von Arbeitsvorgängen bis in einzelne Handgriffe, Porträts der Geschundenen.']	d	0.9983437	d	0.99925035	d	0.98991466	d	0.46538597	b	0.9862574	d	0.98460704	b	0.8551433	b	0.9364192	b	0.76692444	b	0.9990734	b	503	{'d': 497, 'b': 503}	b	500	{'b': 500, 'd': 500}	b	534	{'b': 534, 'd': 466}	d	516	{'d': 516, 'b': 484}	d	513	{'b': 487, 'd': 513}	d	519	{'d': 519, 'b': 481}	b	528	{'d': 472, 'b': 528}	b	502	{'b': 502, 'd': 498}	b	507	{'d': 493, 'b': 507}	b	512	{'b': 512, 'd': 488}
6103	3484	425588	3.0/1952/02/07/flucht-aus-dem-idyll.xml.xml	erzählers	Eine großartige Novelle des bekannten holländischen Erzählers, unter Javanern spielend, aus der geistigen Welt Indonesiens mit meisterlicher Kennerschaft entwickelt.	['Die vier Novellen dieses Bändchens lassen das Gelingen auch in größeren Formen erwarten.', 'Johann Fabricius: Die große Heimsuchung (übersetzt von Norbert Stöphl, Paul Zsolnay Verlag, Wien, 118 S.).', 'Eine großartige Novelle des bekannten holländischen Erzählers, unter Javanern spielend, aus der geistigen Welt Indonesiens mit meisterlicher Kennerschaft entwickelt.', 'Alexander Sacher-Masoch: Es war Ginster (Paul Zsolnay Verlag, Wien, 99 S.).', 'Ein pensionierter österreichischer Oberst versucht, seinem Sohn die bitteren Erfahrungen zu ersparen, in die er selbst als junger Offizier verstrickt war.']	b	0.9994785	b	0.9996964	b	0.9996762	b	0.7262481	b	0.99957937	b	0.99841547	b	0.99935347	b	0.9941123	b	0.999627	b	0.99884415	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}
6104	4679	702045	3.0/1970/02/27/der-chagall-der-literatu.xml	erzähler	Agnon war der geborene Erzähler.	['Agnon brachte für diese Arbeit schon von Haus her besonders viel mit.', 'Sein Großvater, erzählte er mir, hatte beispielsweise den Talmud von einem Ende zum andern zweiundvierzigmal durchstudiert und war so traditionsergeben gewesen, daß er sich weigerte, mit einem seiner Söhne, der statt der religionsbetonten Talmud-Tora-Schule seines galizischen Heimatstädtchens ein weltliches Gymnasium besuchen wollte, auch nur zu sprechen.', 'Agnon war der geborene Erzähler.', 'Wie in einem Rauschzustand, mit der Hingerissenheit Chagalls, schuf er die Geschöpfe seiner Welt, seiner religiösen Sehnsucht und seiner Skepsis, seines ewigen Traums und gleichzeitig einer eigenartig naiv gesehenen Realität, die im Grunde bis in seine letzten Tage eine Realität war, wie das Kind sie erlebt hatte, das in Buczacz in den Cheder, die erste Religionsschule, ging.', '„Ich betrachte mich nur als ein Instrument im Orchester“, sagte er mir 1937.']	b	0.9995389	b	0.9834185	d	0.9829008	d	0.6642175	b	0.99635315	d	0.8288255	a	0.98629516	a	0.5009119	b	0.59637964	d	0.9684504	d	409	{'b': 395, 'd': 409, 'a': 196}	d	401	{'d': 401, 'b': 391, 'a': 208}	b	426	{'d': 422, 'b': 426, 'a': 152}	d	444	{'d': 444, 'b': 411, 'a': 145}	b	434	{'d': 415, 'a': 151, 'b': 434}	b	450	{'a': 124, 'b': 450, 'd': 426}	d	447	{'d': 447, 'b': 446, 'a': 107}	d	479	{'b': 430, 'd': 479, 'a': 91}	d	464	{'b': 459, 'd': 464, 'a': 77}	d	491	{'d': 491, 'b': 441, 'a': 68}
6105	2141	363633	3.0/1969/05/23/gang-zu-den-vaetern.xml.xml	erzähler	In der zweiten Geschichte ist der Erzähler ein prominenter Schauspieler, der an einer Anti-Vietnam-Kundgebung teilnimmt, während sein Vater im Sterben liegt.	['„Ich brauche dich nicht mehr“: den Satz Satz er in kindlichem Trotz zu der Mutter, deren erotisches Geheimnis er zu kennen glaubt.', 'Und der Vater ist der Bewunderte, mit dem sich gleichzusetzen dem Knabennicht gelingenwill.', 'In der zweiten Geschichte ist der Erzähler ein prominenter Schauspieler, der an einer Anti-Vietnam-Kundgebung teilnimmt, während sein Vater im Sterben liegt.', 'Das politische Engagement – man weiß, welche bedeutende Rolle es für Miller spielt – wächst hier aus einer Ödipalen Situation: Der Vater ist ein hilfloser Greis, der nur noch stammeln kann und die Leute nicht mehr erkennt.', 'Die Suche nach der verlorenen Zeit tritt am deutlichsten in einer der stärksten dieser Erzählungen zutage.']	d	0.9995309	d	0.9997315	d	0.999592	d	0.7427084	d	0.99937135	d	0.99897456	d	0.9983834	d	0.99924695	d	0.99614835	d	0.9989266	d	1000	{'d': 1000}	d	1000	{'d': 1000}	d	1000	{'d': 1000}	d	1000	{'d': 1000}	d	1000	{'d': 1000}	d	1000	{'d': 1000}	d	1000	{'d': 1000}	d	1000	{'d': 1000}	d	1000	{'d': 1000}	d	1000	{'d': 1000}
6106	5784	865301	3.0/1979/06/01/jahrestage.xml.xml	erzähler	Juli 1934 im pommerschen Cammin geborene Erzähler nach den beiden Romanen „Mutmaßungen über Jakob“ (1959), „Das dritte Buch über Achim“ (1961) und den beiden Prosabänden „Karsch“ (1964) und „Zwei Ansichten“ (1965) seine Leser fünf Jahre auf ein neues Buch hoffen lassen.	['Warten wir auch deshalb schon länger auf den Abschluß des Romans als vor fast einem Jahrzehntauf ein neues Buch von Johnson?', 'Damals hatte der am 20.', 'Juli 1934 im pommerschen Cammin geborene Erzähler nach den beiden Romanen „Mutmaßungen über Jakob“ (1959), „Das dritte Buch über Achim“ (1961) und den beiden Prosabänden „Karsch“ (1964) und „Zwei Ansichten“ (1965) seine Leser fünf Jahre auf ein neues Buch hoffen lassen.', 'Was mit dem ersten Band der „Jahrestage“ erschien, zeigte einen neuen Johnson: Da waren Personen und Themen der früheren Bücher noch einmal, wie in einer „Summe“, versammelt – zugleich aber ging der Erzähler auf neue Art mit ihnen um: voll Ironie, mit hintersinnigem Humor.', 'Da runzelten manche Kritiker die Stirn: War das nicht die Rückkehr eines einstmals avantgardistischen Romanciers zu den alten Mustern des neunzehnten Jahrhunderts und der von Lukács geforderten epischen Totalität des allwissenden Erzählers?']	b	0.99962723	b	0.99971336	b	0.99967444	b	0.7421563	b	0.99956924	b	0.99848205	b	0.9993838	b	0.99649006	b	0.99968016	b	0.99931693	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}
6107	6990	1074894	3.0/1999/07/08/Die_Hammerklaviersonate..xml	erzähler	"""Sollten Sie interessiert daran sein"", warnt vorsorglich der Erzähler, ""warum er diese Steine auf den Berg trug, dann können Sie die Lektüre getrost hier abbrechen."	"['Er möchte leben für die Augen der Nachwelt, ""eine Biografie auf und unter seinen Schultern, an der sich später die Doktoranden die Zähne hätten ausbeißen können"".', 'Ein Pfingstwunder - so absurd wie schön, wie zwielichtig Und als rätselhaftes Zeichen dieses Biografieprojekts trägt er tagtäglich im Zweistundenmarsch einen Kiesel auf den Berg hinter seinem Haus, 365 Kiesel im Jahr, aufgeschichtet zu einem anwachsenden Haufen, schweigsam wie der Kieselträger selbst.', '""Sollten Sie interessiert daran sein"", warnt vorsorglich der Erzähler, ""warum er diese Steine auf den Berg trug, dann können Sie die Lektüre getrost hier abbrechen.', 'Wir werden zwar ab und zu - und mitunter aus Verlegenheit - darauf zurückkommen - einen Grund dafür werden wir nicht finden.""', 'Derart versorgt er uns weiter mit Rätseln, die keine Auflösung erwarten, mit Geheimnissen, die dichthalten, sammelt Indizien aus dem Leben eines Dichterdarstellers, der nicht einmal für die Mitwelt spielt, sondern nur für sich und ein imaginäres postumes Publikum.']"	d	0.8978374	b	0.9996481	b	0.99965525	d	0.5088471	b	0.9957777	b	0.9845554	b	0.99811304	b	0.9968778	b	0.99965525	b	0.9992205	b	813	{'b': 813, 'd': 187}	b	783	{'b': 783, 'd': 217}	b	886	{'b': 886, 'd': 114}	b	908	{'d': 92, 'b': 908}	b	937	{'b': 937, 'd': 63}	b	941	{'b': 941, 'd': 59}	b	966	{'b': 966, 'd': 34}	b	972	{'b': 972, 'd': 28}	b	977	{'b': 977, 'd': 23}	b	977	{'b': 977, 'd': 23}
6108	3282	419521	3.0/1987/06/12/unser-strahlender-himmel.xml	erzählerin	Eine Tochter der Erzählerin ruft an, verzweifelt: Was kann man den Kindern überhaupt noch zu essen geben?	['Darf man die Kinder rauslassen?', 'Darf man im Garten arbeiten?', 'Eine Tochter der Erzählerin ruft an, verzweifelt: Was kann man den Kindern überhaupt noch zu essen geben?', 'Nachrichten, daß in Kiew die Kinder mit Müttern und Großmüttern evakuiert werden, bringen Erinnerungen an die eigene Kindheit zurück.', 'Überhaupt herrscht in dem Buch „Störfall“ eine mehrschichtige Erzählweise vor, in der Vergangenes (und bisweilen, in Vorverweisen, auch Zukünftiges) auf- und abtaucht.']	c	0.93741256	c	0.99746954	c	0.5112538	d	0.64548403	d	0.99932826	d	0.9978668	d	0.99812156	d	0.9894308	c	0.5525351	c	0.99628806	c	512	{'c': 512, 'd': 488}	c	501	{'c': 501, 'd': 499}	c	516	{'c': 516, 'd': 484}	d	526	{'c': 474, 'd': 526}	d	507	{'c': 493, 'd': 507}	c	519	{'c': 519, 'd': 481}	d	520	{'d': 520, 'c': 480}	d	501	{'d': 501, 'c': 499}	c	511	{'c': 511, 'd': 489}	c	536	{'d': 464, 'c': 536}
6109	2866	395942	3.0/1954/05/06/was-kann-erfahrung-nuetz.xml	erzähler	– 20.30 aus Stuttgart: Das Hörspiel „Regen in der Nacht“ von dem dänischen Erzähler Hans Christian Branner.	['17.10 vom SWF: George Wronkow, der New Yorker Korrespondent des SWF, berichtet über den Stand der friedlichen Atomtechnik in Amerika.', '– 20.45 vom SWF: Leoncavallos „Bajazzo“ in einer Aufnahme aus Rom.', '– 20.30 aus Stuttgart: Das Hörspiel „Regen in der Nacht“ von dem dänischen Erzähler Hans Christian Branner.', '– 21.00 aus Bremen: Das Hörspiel „Der schlimm-heilge Vitalis“ von Klaus Munro nach der Legende von Gottfried Keller.', '– 23.00 aus Stuttgart: Handels Konzert für Harfe und Orchester und die Fünf Stücke für Streichorchester von Paul Hindemith.']	b	0.99882215	b	0.99893016	b	0.9986513	b	0.60925245	b	0.9989103	b	0.9979767	b	0.90221363	b	0.99672604	b	0.999516	b	0.9983342	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}
6110	1596	334194	3.0/1981/12/11/der-erzaehler-als-biogra.xml	erzähler	Gleichzeitig schrieb der Essayist Hildesheimer an einem Fest-Vortrag mit dem Titel „Wer war Mozart?“ Wie sich heute die Pilz-Legende als Keimzelle der Marbot-Biographie darstellt, ist aus der Rede das Mozart-Buch entstanden: der antibiographisch affektionierte Erzähler schickte sich an, Biograph zu werden.	['Der Pilz-Text erschien zuerst 1951; fünf Jahre später wurde die Zahl im Titel tendenziös verändert.', 'Der Erzähler Hildesheimer war entschlossen, das Mozart-Jahr 1956 als Pilz-Jahr zu feiern.', 'Gleichzeitig schrieb der Essayist Hildesheimer an einem Fest-Vortrag mit dem Titel „Wer war Mozart?“ Wie sich heute die Pilz-Legende als Keimzelle der Marbot-Biographie darstellt, ist aus der Rede das Mozart-Buch entstanden: der antibiographisch affektionierte Erzähler schickte sich an, Biograph zu werden.', 'Das war 1956 – so weit liegt es zurück.', 'Die Vortrags-Kürze des ersten Mozart-Versuchs ließ das Darstellungsproblem, das sich bei jeder seriösen biographischen Annäherung unweigerlich stellt, zunächst noch kaum in Erscheinung treten.']	b	0.99941576	b	0.99970883	b	0.9995253	b	0.7392546	b	0.99953043	b	0.9977871	b	0.9993381	b	0.9972224	b	0.9996227	b	0.9992944	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}
6111	6506	894425	3.0/2003/09/18/L-Hanika.xml.xml	erzähler	Diese Generation, die ein skrupulöses, wenn nicht notorisch experimentelles Verhältnis zu sich pflegt, wird nie einen strammen auktorialen Erzähler zur Welt bringen.	['Ist es verwunderlich, dass dieses Buch von Vanitas-Motiven überquillt?', 'Wer es liest, dem wird auch klar, warum es „den Roman“ der geburtenstarken Jahrgänge nie geben kann.', 'Diese Generation, die ein skrupulöses, wenn nicht notorisch experimentelles Verhältnis zu sich pflegt, wird nie einen strammen auktorialen Erzähler zur Welt bringen.', 'Dass diese Generation eines Tages eine Große Erzählung von sich entwerfe, ist ein fern liegender Gedanke.', 'Man hätte sich für das Buch einen splendideren Auftritt vorstellen können denn als Nummer 2438 der – vierzigjährigen – edition suhrkamp, aber diese Buchreihe ist schließlich das geistige Archiv jener Generation.']	b	0.999529	b	0.999637	b	0.99966645	b	0.60710204	b	0.9992836	b	0.99856013	b	0.9979188	b	0.9969867	b	0.99967504	b	0.999318	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}
6112	4107	475260	3.0/2013/12/19/roman-andreas-maier-die-.xml	erzähler	"Für den Erzähler wird dieser John Jahrzehnte später zum ""weißen Kaninchen"", das ihm, der als KindAlice im Wunderland         liebte, das ""eigentliche Loch"" zeigen wird."	"['Die massive Präsenz amerikanischer Besatzungssoldaten in Friedberg hat daran erheblichen Anteil.John Boardman aber ist ein Mensch mit ""Traurigkeitshintergrund"".', 'Er stößt zur Familie, weil ihm bei seinem ersten Gastvater etwas Schreckliches passiert sein muss; niemand spricht darüber, und doch scheinen es alle zu ahnen.', 'Für den Erzähler wird dieser John Jahrzehnte später zum ""weißen Kaninchen"", das ihm, der als KindAlice im Wunderland         liebte, das ""eigentliche Loch"" zeigen wird.', 'Das aber, anders als in Lewis Carrolls Kinderbuch, nicht schillernd, sondern schwarz ist.', 'Das eigentliche Loch ist ""die Schwärze"" schlechthin und John ""das Urbild des Schmerzes"".']"	b	0.97314656	d	0.99848855	d	0.99948174	d	0.58614147	d	0.98802465	d	0.99909866	d	0.99934644	d	0.99858785	b	0.9983138	b	0.6942041	d	695	{'b': 305, 'd': 695}	d	698	{'d': 698, 'b': 302}	d	790	{'b': 210, 'd': 790}	d	795	{'d': 795, 'b': 205}	d	838	{'d': 838, 'b': 162}	d	818	{'d': 818, 'b': 182}	d	877	{'d': 877, 'b': 123}	d	881	{'d': 881, 'b': 119}	d	893	{'b': 107, 'd': 893}	d	890	{'d': 890, 'b': 110}
6113	1401	321175	3.0/2006/10/12/D-Aufmacher.xml.xml	erzähler	Niemand weiß, warum genau, auch der Erzähler aus dem Off, der sich die Selbstmorde nach 25 Jahren ins Gedächtnis ruft, kommt nicht über Mutmaßungen hinaus.	['Aufgespießt, erhängt, in der Garage mit Gas vergiftet.', 'Zunächst Cecilia, die jüngste von ihnen, und wenige Monate später der Rest der Schwestern.', 'Niemand weiß, warum genau, auch der Erzähler aus dem Off, der sich die Selbstmorde nach 25 Jahren ins Gedächtnis ruft, kommt nicht über Mutmaßungen hinaus.', 'Damals gehörte er zu einer Clique aus Jungs von nebenan, die von der Schönheit der fünf Mädchen wie besessen waren.', 'Seither ist ihr früher Tod ein Rätsel geblieben, zu dem er stets zurückkehren muss.']	d	0.99961096	d	0.99973685	d	0.99953055	d	0.7702875	d	0.99952364	d	0.99901617	d	0.9996055	d	0.99947816	d	0.9945141	d	0.9996228	d	1000	{'d': 1000}	d	1000	{'d': 1000}	d	1000	{'d': 1000}	d	1000	{'d': 1000}	d	1000	{'d': 1000}	d	1000	{'d': 1000}	d	1000	{'d': 1000}	d	1000	{'d': 1000}	d	1000	{'d': 1000}	d	1000	{'d': 1000}
6114	1801	345605	3.0/1966/04/08/fuenfzehn-autoren-und-ei.xml	erzählern	Wenn sie von sich berichten oder von ihnen berichtet wird, kommt manches aus ihrem Lebens- und Erlebensbereich zum Vorschein, aber es wird ihnen als autobiographischen Erzählern schwer genug (das heißt von den Autoren schwer gemacht), damit ins reine zu kommen, ja überhaupt Lebensphasen in Sprache zu bringen.	['Aber was entscheidend ist: den Grund für solche Vagheit macht das Buch nicht glaubwürdig.', 'Die Eingeladenen gehören zu den unterschiedlichsten Lebens- und Berufsbereichen: Kellner und Kapitän, Psychologe und Konstrukteur, Trompeter und Geigenbauer, Pfarrer und Schauspielerin, sie und andere geben sich ein seltsames Stelldichein, bei dem sich niemand wirklich stellt.', 'Wenn sie von sich berichten oder von ihnen berichtet wird, kommt manches aus ihrem Lebens- und Erlebensbereich zum Vorschein, aber es wird ihnen als autobiographischen Erzählern schwer genug (das heißt von den Autoren schwer gemacht), damit ins reine zu kommen, ja überhaupt Lebensphasen in Sprache zu bringen.', 'So wenig die Eingeladenen etwas über die Rolle erfahren, die sie in dem Gästehaus spielen, so wenig gelangen sie zur Klarheit über ihr Dasein selbst, das sie in den Zimmern dieses sonderbaren Hauses überdenken, und noch wo Sicherheit zu herrschen scheint, erkennt der Leser schnell, daß sie vordergründig ist.', 'Das alles gehört gewiß zur Thematik des Romans.']	d	0.9975189	c	0.8811321	b	0.7935009	d	0.40253323	d	0.99949586	d	0.78268343	d	0.9993467	b	0.9820003	d	0.999231	b	0.9969894	d	601	{'d': 601, 'b': 291, 'c': 108}	d	614	{'d': 614, 'c': 83, 'b': 303}	d	675	{'d': 675, 'b': 256, 'c': 69}	d	709	{'d': 709, 'b': 249, 'c': 42}	d	751	{'d': 751, 'b': 220, 'c': 29}	d	793	{'d': 793, 'b': 184, 'c': 23}	d	781	{'d': 781, 'b': 203, 'c': 16}	d	810	{'d': 810, 'b': 173, 'c': 17}	d	831	{'d': 831, 'b': 164, 'c': 5}	d	848	{'d': 848, 'b': 146, 'c': 6}
6115	553	170584	3.0/2015/06/25/ulrike-almut-sandig-buch.xml	erzählerin	"Die Erzählerinnenstimme mischt sich kräftig ein in das Geschehen, kommentiert, wertet, relativiert: In der ersten Geschichte beklagt sich der Vater der Erzählerin darüber, dass alles, was die Tochter schreibe, stets so traurig sei, ""selbst wenn ich dachte, ich hätte eine Komödie geschrieben""."	"['Seien es die noch kurz zuvor unverbrüchlichen Gefühle zu einem Partner, sei es ein Kind, sei es ein älterer Mann auf einer Bergwanderung, sei es ein ganzes Dorf, das dem Braunkohleabbau zum Opfer fällt.', 'Zurück bleiben Vereinsamte, die, wenn überhaupt, über das Erzählen Brücken zueinander schlagen.', 'Die Erzählerinnenstimme mischt sich kräftig ein in das Geschehen, kommentiert, wertet, relativiert: In der ersten Geschichte beklagt sich der Vater der Erzählerin darüber, dass alles, was die Tochter schreibe, stets so traurig sei, ""selbst wenn ich dachte, ich hätte eine Komödie geschrieben"".', 'Fairerweise muss festgestellt werden: Der Vater hat nicht komplett Unrecht; im Der Trost wiederum liegt möglicherweise in einem performativen Selbstwiderspruch: Dadurch, dass all das Verlorene, Verschwundene, Vergangene in den Geschichten festgehalten wird, bleibt es zumindest in der Sprache erhalten.', 'Wenn die Sprache dann so klingt wie die von Ulrike Almut Sandig, ist es kein Verlust mehr.']"	d	0.9986363	c	0.7329286	d	0.9987722	d	0.57020885	d	0.9994511	b	0.98291713	d	0.9915542	d	0.9988211	c	0.9753269	c	0.6233206	d	604	{'d': 604, 'b': 90, 'c': 306}	d	615	{'d': 615, 'c': 289, 'b': 96}	d	723	{'d': 723, 'c': 221, 'b': 56}	d	722	{'d': 722, 'c': 234, 'b': 44}	d	740	{'d': 740, 'b': 34, 'c': 226}	d	763	{'d': 763, 'c': 217, 'b': 20}	d	769	{'d': 769, 'c': 212, 'b': 19}	d	814	{'d': 814, 'c': 174, 'b': 12}	d	832	{'d': 832, 'c': 162, 'b': 6}	d	827	{'c': 168, 'd': 827, 'b': 5}
6116	1133	207918	3.0/1992/04/10/volksgenosse-genosse-und.xml	erzähler	Deswegen scharten sich so viele der Jüngeren um ihn, den Fritz Rudolf Fries in dieser beeindruckenden Rolle des plaudernden, furchtlosen Förderers geschildert hat: „Fühmann konnte sich ja für die Dauer seiner langen Sätze, während er in der Kaffeetasse rührte und Omelett mit grünem Salat bestellte, oder was vorrätig war, konnte sich also für die Dauer seiner langen Sätze, in denen wir unser eigenes Befinden suchten, konnte sich verwandeln und saß da, breiten Gesichts, als Patriarch, Zeus, Sokrates, lächelnder Buddha, verträumter Elis Fröbom, dann wieder schwierig wie manche Gestalten aus Faust II, die mit einem Witz gebannt wurden, so daß sich am Ende der Dichter Franz Fühmann herausschälte, ein behaglicher Erzähler von süddeutsch eingefärbter Mundart, ein Böhme aus Märkisch Buchholz, ein immer wieder heimkehrender Homer.“ Was hatte er zu erzählen, fragt schließlich Fritz Rudolf Fries.	['Niemand außer Fühmann hatte sowohl das literarische Gespür als auch den Mut, einen wichtigen Autor auszurufen auf einem Marktplatz, der von der Propaganda der Mittelmäßigen hallte; der Essay war zugleich die erste profunde literarische Analyse von Hilbigs Texten.', 'Wieder einmal hatte er das Verbotene nicht nur gedacht, sondern auch gesagt.', 'Deswegen scharten sich so viele der Jüngeren um ihn, den Fritz Rudolf Fries in dieser beeindruckenden Rolle des plaudernden, furchtlosen Förderers geschildert hat: „Fühmann konnte sich ja für die Dauer seiner langen Sätze, während er in der Kaffeetasse rührte und Omelett mit grünem Salat bestellte, oder was vorrätig war, konnte sich also für die Dauer seiner langen Sätze, in denen wir unser eigenes Befinden suchten, konnte sich verwandeln und saß da, breiten Gesichts, als Patriarch, Zeus, Sokrates, lächelnder Buddha, verträumter Elis Fröbom, dann wieder schwierig wie manche Gestalten aus Faust II, die mit einem Witz gebannt wurden, so daß sich am Ende der Dichter Franz Fühmann herausschälte, ein behaglicher Erzähler von süddeutsch eingefärbter Mundart, ein Böhme aus Märkisch Buchholz, ein immer wieder heimkehrender Homer.“ Was hatte er zu erzählen, fragt schließlich Fritz Rudolf Fries.', 'Fühmann hatte zu erzählen von der Ernsthaftigkeit des Schriftstellerberufs – er tat das mal, indem er E. T. A. Hoffmanns Satz zitierte: „Die Welt muß romantisiert werden.', 'So findet man den ursprünglichen Sinn wieder...“, und mal, indem er eigene Formulierungen als strenge Gesetze ausgab: „Dichter sein heißt aufs Ganze aus sein.“ So führte ihn seine intensive Beschäftigung mit Mythos und Märchen weg von der griffig-rationalen Bestimmbarkeit der Kunst.']	b	0.99957114	b	0.9997199	b	0.9996902	b	0.57988167	b	0.9995982	b	0.9987185	b	0.99888545	b	0.9925551	b	0.9996848	b	0.99932265	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}
